contest_no,win,comp,policy_index,valence_index,Gender,Age,Race,Job,Political,Party,democrat,republican,resp_pid_7,resp_pid_3_text,resp_mturkid,same_party,mturk_clean
3,0,85,7,5,Female,35,Hispanic,Small Business Owner,City Council Member,Republican,0,1,6,Republican,A3056EIAMR68GJ,0,682
4,0,86,8,5,Male,45,White,Attorney,Mayor,Republican,0,1,6,Republican,A3056EIAMR68GJ,0,682
4,1,91,6,5,Female,55,Asian,Attorney,State Legislator,Democrat,0,1,6,Republican,A3056EIAMR68GJ,0,682
5,0,86,8,4,Female,55,White,Attorney,Representative in Congress,Republican,0,1,6,Republican,A3056EIAMR68GJ,0,682
5,1,91,7,5,Male,35,Hispanic,Small Business Owner,Mayor,Independent,0,1,6,Republican,A3056EIAMR68GJ,0,682
1,1,85,7,7,Female,55,Asian,Small Business Owner,Representative in Congress,Democrat,1,0,1,Democrat,A3059TOI97AD3P,0,683
1,0,86,6,7,Female,35,Asian,Business Executive,State Legislator,Independent,1,0,1,Democrat,A3059TOI97AD3P,0,683
2,0,69,7,6,Male,65,Asian,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
2,1,71,7,5,Male,45,White,Educator,Representative in Congress,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
3,1,79,7,6,Female,55,Asian,Attorney,State Legislator,Republican,1,0,1,Democrat,A3059TOI97AD3P,0,683
3,0,85,7,4,Male,65,Hispanic,Educator,State Legislator,Democrat,1,0,1,Democrat,A3059TOI97AD3P,0,683
4,1,73,9,5,Female,35,Hispanic,Educator,City Council Member,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
4,0,73,8,6,Male,35,Asian,Police Officer,State Legislator,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
5,0,73,7,6,Female,65,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
5,1,71,7,6,Male,35,Hispanic,Small Business Owner,Mayor,non-partisan,1,0,1,Democrat,A3059TOI97AD3P,1,683
1,0,90,9,4,Male,45,Asian,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
1,1,90,8,4,Female,45,White,Attorney,State Legislator,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
2,0,75,10,6,Male,55,White,Police Officer,Representative in Congress,Independent,1,0,1,Democrat,A307IDIXDYP0RT,0,684
2,1,75,10,5,Male,35,Black,Educator,Mayor,Republican,1,0,1,Democrat,A307IDIXDYP0RT,0,684
3,0,80,7,4,Male,65,White,Business Executive,None,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
3,1,80,9,4,Female,55,White,Attorney,Mayor,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
4,1,80,7,4,Female,35,White,Attorney,None,Independent,1,0,1,Democrat,A307IDIXDYP0RT,0,684
4,0,80,8,4,Female,65,Hispanic,Business Executive,None,Republican,1,0,1,Democrat,A307IDIXDYP0RT,0,684
5,0,90,8,4,Female,65,White,Small Business Owner,None,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
5,1,90,8,4,Female,45,Black,Attorney,Mayor,non-partisan,1,0,1,Democrat,A307IDIXDYP0RT,1,684
1,0,49,8,5,Female,35,Black,Business Executive,None,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
1,1,63,9,5,Female,45,White,Business Executive,Mayor,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
2,0,49,8,5,Male,65,White,Business Executive,None,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
2,1,69,8,5,Male,65,Hispanic,Attorney,Representative in Congress,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
3,0,51,9,5,Male,35,Black,Attorney,None,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
3,1,61,9,5,Female,35,Black,Educator,Mayor,non-partisan,1,0,3,Democrat,A30BPD6VKG0QBM,1,685
4,0,52,9,5,Female,65,Hispanic,Business Executive,None,Democrat,1,0,3,Democrat,A30BPD6VKG0QBM,0,685
4,1,61,9,5,Male,35,Black,Police Officer,City Council Member,Independent,1,0,3,Democrat,A30BPD6VKG0QBM,0,685
5,1,50,9,4,Female,55,Asian,Business Executive,None,Democrat,1,0,3,Democrat,A30BPD6VKG0QBM,0,685
5,0,50,9,5,Male,65,Black,Small Business Owner,City Council Member,Independent,1,0,3,Democrat,A30BPD6VKG0QBM,0,685
1,0,50,8,4,Male,55,White,Business Executive,None,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
1,1,85,7,4,Female,65,Black,Educator,Mayor,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
2,0,60,9,5,Female,65,Black,Business Executive,None,Republican,0,1,6,Republican,A30CKD84V82EH2,0,686
2,1,90,7,5,Male,45,Black,Business Executive,City Council Member,Independent,0,1,6,Republican,A30CKD84V82EH2,0,686
3,1,70,4,5,Female,55,Black,Educator,State Legislator,Democrat,0,1,6,Republican,A30CKD84V82EH2,0,686
3,0,40,5,5,Male,55,Hispanic,Educator,None,Independent,0,1,6,Republican,A30CKD84V82EH2,0,686
4,1,85,8,6,Female,45,White,Educator,State Legislator,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
4,0,80,8,6,Female,45,Hispanic,Attorney,State Legislator,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
5,1,70,7,5,Male,35,Hispanic,Business Executive,Representative in Congress,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
5,0,55,7,4,Female,65,Hispanic,Police Officer,City Council Member,non-partisan,0,1,6,Republican,A30CKD84V82EH2,1,686
1,0,40,10,2,Male,65,White,Business Executive,Representative in Congress,non-partisan,0,0,4,Independent,A30DFCB7VQ4C95,1,687
1,1,65,7,6,Female,35,Black,Police Officer,State Legislator,non-partisan,0,0,4,Independent,A30DFCB7VQ4C95,1,687
2,0,60,8,3,Female,45,Black,Business Executive,State Legislator,Republican,0,0,4,Independent,A30DFCB7VQ4C95,0,687
2,1,70,6,5,Male,55,Hispanic,Small Business Owner,None,Independent,0,0,4,Independent,A30DFCB7VQ4C95,0,687
3,0,50,7,5,Male,35,Black,Attorney,City Council Member,non-partisan,0,0,4,Independent,A30DFCB7VQ4C95,1,687
3,1,71,8,5,Male,65,Asian,Small Business Owner,City Council Member,non-partisan,0,0,4,Independent,A30DFCB7VQ4C95,1,687
4,0,70,9,5,Female,55,White,Educator,State Legislator,Independent,0,0,4,Independent,A30DFCB7VQ4C95,0,687
4,1,75,9,5,Female,55,Black,Police Officer,State Legislator,Republican,0,0,4,Independent,A30DFCB7VQ4C95,0,687
5,1,79,11,5,Male,65,Black,Police Officer,City Council Member,Republican,0,0,4,Independent,A30DFCB7VQ4C95,0,687
5,0,70,7,5,Female,35,Hispanic,Educator,Mayor,Democrat,0,0,4,Independent,A30DFCB7VQ4C95,0,687
2,0,50,6,2,Male,55,Black,Small Business Owner,Representative in Congress,Democrat,0,0,4,Independent,A30F64O7KBFCBU,0,688
2,1,50,7,2,Female,55,White,Police Officer,State Legislator,Independent,0,0,4,Independent,A30F64O7KBFCBU,0,688
3,0,50,8,1,Female,65,Asian,Small Business Owner,State Legislator,non-partisan,0,0,4,Independent,A30F64O7KBFCBU,1,688
3,1,50,8,1,Male,65,White,Small Business Owner,State Legislator,non-partisan,0,0,4,Independent,A30F64O7KBFCBU,1,688
4,0,50,8,2,Female,65,Hispanic,Educator,Representative in Congress,non-partisan,0,0,4,Independent,A30F64O7KBFCBU,1,688
4,1,50,8,2,Male,45,Hispanic,Police Officer,City Council Member,non-partisan,0,0,4,Independent,A30F64O7KBFCBU,1,688
5,0,50,8,2,Female,45,White,Police Officer,City Council Member,Republican,0,0,4,Independent,A30F64O7KBFCBU,0,688
5,1,50,9,3,Male,65,Black,Police Officer,State Legislator,Independent,0,0,4,Independent,A30F64O7KBFCBU,0,688
1,1,82,8,7,Male,35,Asian,Attorney,State Legislator,Independent,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
1,0,72,8,5,Male,45,Black,Small Business Owner,Mayor,Independent,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
2,0,91,7,6,Female,55,Hispanic,Educator,None,non-partisan,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
2,1,65,8,7,Female,55,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
3,1,71,8,6,Male,55,Asian,Police Officer,City Council Member,Republican,1,0,2,Democrat,A30KO1ZDD4E02J,0,689
3,0,65,7,5,Male,65,White,Small Business Owner,City Council Member,Democrat,1,0,2,Democrat,A30KO1ZDD4E02J,0,689
4,1,73,7,6,Female,35,Asian,Small Business Owner,State Legislator,Independent,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
4,0,61,9,5,Male,55,White,Small Business Owner,City Council Member,Independent,1,0,2,Democrat,A30KO1ZDD4E02J,1,689
5,0,60,7,5,Female,65,Black,Educator,Mayor,Republican,1,0,2,Democrat,A30KO1ZDD4E02J,0,689
5,1,72,7,6,Female,55,White,Educator,State Legislator,Independent,1,0,2,Democrat,A30KO1ZDD4E02J,0,689
1,0,62,9,5,Male,45,White,Educator,None,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
1,1,41,9,6,Female,35,Hispanic,Small Business Owner,Representative in Congress,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
2,0,44,8,5,Male,45,Asian,Police Officer,None,Democrat,0,1,5,Republican,A30NCQLYA0099E,0,690
2,1,71,9,6,Male,45,Asian,Police Officer,City Council Member,Independent,0,1,5,Republican,A30NCQLYA0099E,0,690
3,0,50,8,4,Female,45,Asian,Attorney,Mayor,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
3,1,70,8,6,Male,35,Black,Educator,Mayor,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
4,0,60,8,5,Female,65,White,Business Executive,State Legislator,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
4,1,80,8,6,Female,35,Black,Small Business Owner,Mayor,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
5,1,78,8,6,Female,55,Hispanic,Police Officer,Mayor,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
5,0,60,6,4,Male,45,Black,Attorney,City Council Member,non-partisan,0,1,5,Republican,A30NCQLYA0099E,1,690
1,1,90,8,6,Male,55,White,Attorney,State Legislator,Democrat,1,0,1,Democrat,A30OOETQPWFPHK,0,691
1,0,68,11,5,Male,55,White,Business Executive,City Council Member,Republican,1,0,1,Democrat,A30OOETQPWFPHK,0,691
2,1,93,9,6,Female,45,Asian,Educator,Mayor,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
2,0,50,9,4,Female,55,Asian,Police Officer,None,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
3,0,86,8,6,Male,55,Asian,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
3,1,92,8,6,Female,35,Hispanic,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
4,0,89,8,5,Male,45,Asian,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
4,1,91,8,6,Male,45,White,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A30OOETQPWFPHK,1,691
5,1,93,8,5,Female,55,White,Educator,Mayor,Republican,1,0,1,Democrat,A30OOETQPWFPHK,1,691
5,0,80,9,5,Male,65,Asian,Educator,State Legislator,Republican,1,0,1,Democrat,A30OOETQPWFPHK,1,691
1,0,70,10,4,Female,35,White,Small Business Owner,Representative in Congress,Republican,0,1,6,Republican,A30RCE2JIAF9EV,1,692
1,1,85,10,6,Female,65,White,Small Business Owner,Representative in Congress,Republican,0,1,6,Republican,A30RCE2JIAF9EV,1,692
2,0,50,9,5,Female,45,Asian,Small Business Owner,None,Republican,0,1,6,Republican,A30RCE2JIAF9EV,0,692
2,1,80,9,5,Female,55,Asian,Small Business Owner,Mayor,Independent,0,1,6,Republican,A30RCE2JIAF9EV,0,692
3,1,80,9,5,Male,45,Black,Attorney,City Council Member,Republican,0,1,6,Republican,A30RCE2JIAF9EV,0,692
3,0,65,5,3,Male,55,Asian,Attorney,Representative in Congress,Democrat,0,1,6,Republican,A30RCE2JIAF9EV,0,692
4,0,80,8,6,Female,65,White,Police Officer,Mayor,non-partisan,0,1,6,Republican,A30RCE2JIAF9EV,1,692
4,1,80,8,6,Male,45,Black,Police Officer,Representative in Congress,non-partisan,0,1,6,Republican,A30RCE2JIAF9EV,1,692
5,0,60,7,4,Male,35,Hispanic,Educator,None,Independent,0,1,6,Republican,A30RCE2JIAF9EV,0,692
5,1,80,10,6,Male,65,White,Educator,Mayor,Republican,0,1,6,Republican,A30RCE2JIAF9EV,0,692
1,1,75,10,7,Male,45,Hispanic,Police Officer,State Legislator,Republican,1,0,2,Democrat,A310OYWWHTTN8B,1,693
1,0,40,11,5,Female,55,Black,Educator,City Council Member,Republican,1,0,2,Democrat,A310OYWWHTTN8B,1,693
2,1,91,10,7,Male,55,Hispanic,Attorney,City Council Member,Republican,1,0,2,Democrat,A310OYWWHTTN8B,0,693
2,0,8,5,5,Female,45,Asian,Attorney,None,Democrat,1,0,2,Democrat,A310OYWWHTTN8B,0,693
3,1,82,10,7,Male,35,Black,Police Officer,State Legislator,Republican,1,0,2,Democrat,A310OYWWHTTN8B,0,693
3,0,62,9,7,Female,35,Black,Attorney,Mayor,Independent,1,0,2,Democrat,A310OYWWHTTN8B,0,693
4,0,92,11,7,Female,65,White,Attorney,Mayor,non-partisan,1,0,2,Democrat,A310OYWWHTTN8B,1,693
4,1,75,9,6,Male,35,Black,Attorney,City Council Member,non-partisan,1,0,2,Democrat,A310OYWWHTTN8B,1,693
5,1,70,12,4,Male,65,Black,Police Officer,Representative in Congress,Democrat,1,0,2,Democrat,A310OYWWHTTN8B,0,693
5,0,70,12,4,Male,65,White,Police Officer,State Legislator,Independent,1,0,2,Democrat,A310OYWWHTTN8B,0,693
1,1,83,7,5,Male,45,Hispanic,Small Business Owner,City Council Member,Democrat,1,0,1,Democrat,A312SMN11YLE66,0,694
1,0,84,7,5,Male,65,White,Small Business Owner,State Legislator,Independent,1,0,1,Democrat,A312SMN11YLE66,0,694
2,1,79,7,5,Female,55,White,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A312SMN11YLE66,1,694
2,0,71,10,5,Male,65,White,Police Officer,None,non-partisan,1,0,1,Democrat,A312SMN11YLE66,1,694
3,1,100,8,6,Female,35,White,Attorney,Representative in Congress,Democrat,1,0,1,Democrat,A312SMN11YLE66,0,694
3,0,100,8,6,Female,35,Black,Small Business Owner,City Council Member,Independent,1,0,1,Democrat,A312SMN11YLE66,0,694
4,1,78,8,6,Female,55,Hispanic,Police Officer,Mayor,non-partisan,1,0,1,Democrat,A312SMN11YLE66,1,694
4,0,65,8,6,Male,35,Asian,Attorney,None,non-partisan,1,0,1,Democrat,A312SMN11YLE66,1,694
5,1,61,9,6,Female,65,White,Small Business Owner,Representative in Congress,Republican,1,0,1,Democrat,A312SMN11YLE66,1,694
5,0,63,9,6,Female,35,White,Educator,Representative in Congress,Republican,1,0,1,Democrat,A312SMN11YLE66,1,694
1,0,80,10,5,Male,55,Asian,Attorney,Mayor,Republican,0,0,4,Independent,A315D4JJQDES7R,1,695
1,1,80,10,5,Female,65,Asian,Attorney,Mayor,Republican,0,0,4,Independent,A315D4JJQDES7R,1,695
2,1,80,9,5,Female,55,Black,Attorney,State Legislator,non-partisan,0,0,4,Independent,A315D4JJQDES7R,1,695
2,0,80,8,5,Female,55,Asian,Attorney,Mayor,non-partisan,0,0,4,Independent,A315D4JJQDES7R,1,695
3,1,80,8,5,Female,55,Asian,Small Business Owner,City Council Member,Republican,0,0,4,Independent,A315D4JJQDES7R,1,695
3,0,80,8,5,Female,35,Black,Educator,Representative in Congress,Republican,0,0,4,Independent,A315D4JJQDES7R,1,695
4,0,81,9,5,Female,55,White,Educator,City Council Member,non-partisan,0,0,4,Independent,A315D4JJQDES7R,1,695
4,1,81,8,5,Male,55,Hispanic,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,A315D4JJQDES7R,1,695
5,1,81,9,5,Female,45,Hispanic,Small Business Owner,Mayor,Republican,0,0,4,Independent,A315D4JJQDES7R,0,695
5,0,73,8,5,Female,55,Asian,Police Officer,None,Independent,0,0,4,Independent,A315D4JJQDES7R,0,695
1,0,60,8,5,Male,35,Asian,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A316HKO3NN4UEV,1,696
1,1,72,9,5,Male,65,Asian,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A316HKO3NN4UEV,1,696
2,0,51,8,4,Male,35,Hispanic,Small Business Owner,None,Democrat,1,0,1,Democrat,A316HKO3NN4UEV,1,696
2,1,84,8,6,Female,35,Asian,Police Officer,Mayor,Democrat,1,0,1,Democrat,A316HKO3NN4UEV,1,696
3,1,61,8,5,Male,65,White,Educator,None,Democrat,1,0,1,Democrat,A316HKO3NN4UEV,0,696
3,0,81,10,5,Male,55,Asian,Business Executive,Mayor,Republican,1,0,1,Democrat,A316HKO3NN4UEV,0,696
4,1,71,8,5,Male,55,Asian,Attorney,City Council Member,non-partisan,1,0,1,Democrat,A316HKO3NN4UEV,1,696
4,0,71,7,4,Male,55,Hispanic,Educator,City Council Member,non-partisan,1,0,1,Democrat,A316HKO3NN4UEV,1,696
5,0,75,7,5,Male,35,Hispanic,Educator,City Council Member,Independent,1,0,1,Democrat,A316HKO3NN4UEV,0,696
5,1,82,6,5,Male,35,White,Educator,State Legislator,Democrat,1,0,1,Democrat,A316HKO3NN4UEV,0,696
1,1,70,8,7,Female,45,White,Educator,Mayor,Democrat,1,0,3,Democrat,A31AYURG5Z3M83,1,697
1,0,60,8,6,Male,65,Black,Educator,State Legislator,Democrat,1,0,3,Democrat,A31AYURG5Z3M83,1,697
2,0,60,8,5,Male,65,White,Small Business Owner,Representative in Congress,non-partisan,1,0,3,Democrat,A31AYURG5Z3M83,1,697
2,1,65,8,7,Male,45,White,Business Executive,City Council Member,non-partisan,1,0,3,Democrat,A31AYURG5Z3M83,1,697
3,1,65,10,2,Male,55,White,Business Executive,City Council Member,Independent,1,0,3,Democrat,A31AYURG5Z3M83,0,697
3,0,60,11,2,Female,55,Asian,Educator,Representative in Congress,Republican,1,0,3,Democrat,A31AYURG5Z3M83,0,697
4,0,60,8,5,Male,35,Asian,Educator,Representative in Congress,Republican,1,0,3,Democrat,A31AYURG5Z3M83,0,697
4,1,70,8,7,Female,45,Hispanic,Business Executive,Mayor,Independent,1,0,3,Democrat,A31AYURG5Z3M83,0,697
5,0,65,8,2,Male,65,Black,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,A31AYURG5Z3M83,1,697
5,1,65,8,2,Female,55,Black,Small Business Owner,City Council Member,non-partisan,1,0,3,Democrat,A31AYURG5Z3M83,1,697
1,0,62,9,7,Male,65,White,Police Officer,None,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
1,1,80,6,4,Male,35,Black,Business Executive,Representative in Congress,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
2,0,61,9,5,Female,45,Asian,Police Officer,Mayor,Republican,1,0,3,Democrat,A31N7YR02JVL9H,0,698
2,1,93,9,6,Male,35,Asian,Small Business Owner,State Legislator,Independent,1,0,3,Democrat,A31N7YR02JVL9H,0,698
3,0,71,7,4,Male,45,Black,Attorney,City Council Member,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
3,1,71,7,4,Female,65,Asian,Attorney,City Council Member,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
4,1,81,9,7,Female,35,Asian,Business Executive,State Legislator,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
4,0,60,8,5,Female,55,Asian,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,A31N7YR02JVL9H,1,698
5,0,60,6,5,Female,35,White,Small Business Owner,Representative in Congress,Republican,1,0,3,Democrat,A31N7YR02JVL9H,0,698
5,1,72,9,4,Female,55,Black,Attorney,None,Independent,1,0,3,Democrat,A31N7YR02JVL9H,0,698
1,1,38,7,2,Female,65,Hispanic,Attorney,State Legislator,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
1,0,30,8,2,Male,35,Asian,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
2,0,11,8,2,Female,45,Black,Attorney,Mayor,Democrat,1,0,2,Democrat,A31PQA4EYWSQI4,0,699
2,1,30,8,2,Male,65,Black,Business Executive,Mayor,Independent,1,0,2,Democrat,A31PQA4EYWSQI4,0,699
3,0,16,8,3,Male,55,White,Police Officer,None,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
3,1,25,7,4,Female,45,Hispanic,Educator,Representative in Congress,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
4,0,31,8,3,Female,65,Asian,Police Officer,Mayor,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
4,1,44,8,4,Male,45,Hispanic,Attorney,State Legislator,non-partisan,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
5,1,51,8,3,Male,35,Hispanic,Business Executive,Mayor,Independent,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
5,0,34,6,4,Female,55,Hispanic,Police Officer,State Legislator,Independent,1,0,2,Democrat,A31PQA4EYWSQI4,1,699
1,1,84,7,6,Male,65,Asian,Educator,Mayor,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
1,0,74,8,5,Male,45,Hispanic,Educator,State Legislator,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
2,1,81,7,4,Female,65,Black,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
2,0,80,7,4,Female,65,Black,Educator,City Council Member,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
3,1,71,9,5,Female,55,White,Police Officer,State Legislator,Democrat,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
3,0,69,9,5,Female,65,Hispanic,Small Business Owner,Representative in Congress,Democrat,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
4,0,58,9,5,Male,45,Asian,Small Business Owner,None,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
4,1,68,8,6,Male,35,Asian,Police Officer,State Legislator,non-partisan,1,0,1,Democrat,A31Y2UA2LPDSWZ,1,700
5,1,72,7,6,Female,35,Asian,Business Executive,Mayor,Democrat,1,0,1,Democrat,A31Y2UA2LPDSWZ,0,700
5,0,68,8,5,Male,35,Black,Police Officer,Mayor,Independent,1,0,1,Democrat,A31Y2UA2LPDSWZ,0,700
1,0,70,9,5,Female,35,Asian,Small Business Owner,None,Independent,1,0,2,Democrat,A324US8HVOT0WO,1,701
1,1,79,7,7,Female,35,Hispanic,Attorney,State Legislator,Independent,1,0,2,Democrat,A324US8HVOT0WO,1,701
2,1,84,6,7,Male,65,Hispanic,Educator,Mayor,Republican,1,0,2,Democrat,A324US8HVOT0WO,0,701
2,0,68,9,5,Female,45,Black,Police Officer,City Council Member,Independent,1,0,2,Democrat,A324US8HVOT0WO,0,701
3,0,93,9,5,Female,45,Hispanic,Educator,City Council Member,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
3,1,72,7,7,Female,45,White,Educator,Representative in Congress,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
4,0,78,9,7,Female,65,Black,Business Executive,Mayor,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
4,1,85,6,5,Male,65,Asian,Police Officer,City Council Member,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
5,0,91,7,4,Male,35,Black,Police Officer,None,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
5,1,64,8,7,Male,45,White,Police Officer,City Council Member,non-partisan,1,0,2,Democrat,A324US8HVOT0WO,1,701
1,1,81,8,6,Male,35,Hispanic,Educator,Mayor,non-partisan,1,0,2,Democrat,A326L8OUGZE1LZ,1,702
1,0,60,7,6,Female,45,White,Attorney,Mayor,non-partisan,1,0,2,Democrat,A326L8OUGZE1LZ,1,702
2,1,70,11,6,Male,55,Black,Business Executive,None,Independent,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
2,0,70,9,6,Female,35,White,Business Executive,City Council Member,Republican,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
3,1,90,8,6,Female,55,Hispanic,Small Business Owner,None,Independent,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
3,0,70,9,6,Male,35,Hispanic,Police Officer,State Legislator,Democrat,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
4,1,80,7,6,Female,45,Hispanic,Small Business Owner,None,Democrat,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
4,0,59,6,6,Female,55,White,Educator,Representative in Congress,Republican,1,0,2,Democrat,A326L8OUGZE1LZ,0,702
5,1,81,8,6,Male,55,White,Educator,City Council Member,non-partisan,1,0,2,Democrat,A326L8OUGZE1LZ,1,702
5,0,60,8,6,Male,35,Black,Attorney,None,non-partisan,1,0,2,Democrat,A326L8OUGZE1LZ,1,702
1,1,78,6,5,Male,55,White,Police Officer,City Council Member,Independent,0,0,4,Independent,A32FIOOQE8U98U,1,703
1,0,57,7,6,Female,35,Asian,Attorney,None,Independent,0,0,4,Independent,A32FIOOQE8U98U,1,703
2,0,81,8,6,Male,35,Asian,Business Executive,State Legislator,non-partisan,0,0,4,Independent,A32FIOOQE8U98U,1,703
2,1,100,10,6,Female,65,Black,Educator,State Legislator,non-partisan,0,0,4,Independent,A32FIOOQE8U98U,1,703
3,0,83,5,5,Female,55,Black,Small Business Owner,City Council Member,Republican,0,0,4,Independent,A32FIOOQE8U98U,0,703
3,1,89,5,5,Female,55,Hispanic,Attorney,City Council Member,Independent,0,0,4,Independent,A32FIOOQE8U98U,0,703
4,0,94,7,5,Male,55,Black,Police Officer,Mayor,Republican,0,0,4,Independent,A32FIOOQE8U98U,1,703
4,1,94,9,5,Female,65,Asian,Attorney,State Legislator,Republican,0,0,4,Independent,A32FIOOQE8U98U,1,703
5,1,83,7,4,Male,55,Hispanic,Attorney,Mayor,non-partisan,0,0,4,Independent,A32FIOOQE8U98U,1,703
5,0,80,7,4,Male,35,Hispanic,Police Officer,Representative in Congress,non-partisan,0,0,4,Independent,A32FIOOQE8U98U,1,703
1,0,58,8,5,Male,55,Hispanic,Business Executive,None,non-partisan,1,0,2,Democrat,A32JWB3NY7OX5I,1,704
